customerID,actual_churn,churn_probability,risk_score,risk_level,predicted_churn
7817-BOQPW,1,0.746003985275236,74.60039852752361,High,1
7249-WBIYX,1,0.745763512052976,74.5763512052976,High,1
4090-KPJIP,0,0.745715472569642,74.5715472569642,High,1
7181-BQYBV,1,0.744911008872706,74.4911008872706,High,1
2202-CUYXZ,1,0.7437703351447346,74.37703351447345,High,1
3519-ZKXGG,1,0.7405859049383395,74.05859049383395,High,1
7209-JCUDS,1,0.7403696583984107,74.03696583984107,High,1
1320-HTRDR,1,0.7391552051291389,73.91552051291389,High,1
8752-STIVR,1,0.739093700806068,73.90937008060679,High,1
6328-ZPBGN,1,0.7374132197515219,73.74132197515219,High,1
8375-DKEBR,1,0.737040543781354,73.7040543781354,High,1
6979-ZNSFF,1,0.7364660326571363,73.64660326571362,High,1
5698-BQJOH,1,0.7352484354949711,73.5248435494971,High,1
8541-QVFKM,0,0.7337324174113363,73.37324174113363,High,1
4806-KEXQR,1,0.7334739824641159,73.34739824641159,High,1
5382-SOYZL,0,0.7334113484700301,73.341134847003,High,1
8775-ERLNB,0,0.7330514778624108,73.30514778624108,High,1
9878-TNQGW,1,0.7329938651825249,73.29938651825249,High,1
4229-CZMLL,1,0.7329068509412294,73.29068509412295,High,1
7130-VTEWQ,1,0.7318004644431089,73.18004644431089,High,1
2609-IAICY,1,0.7314303734276869,73.1430373427687,High,1
2495-INZWQ,1,0.7313031374273358,73.13031374273358,High,1
8443-ZRDBZ,1,0.7312395867377721,73.12395867377721,High,1
2959-MJHIC,1,0.7307123165984855,73.07123165984855,High,1
8622-ZLFKO,0,0.7303707234757647,73.03707234757647,High,1
3006-XIMLN,1,0.7303194237757767,73.03194237757768,High,1
7180-PISOG,1,0.7301916998820768,73.01916998820768,High,1
3750-CKVKH,1,0.7291347999339491,72.91347999339492,High,1
7218-HKQFK,1,0.7280655977316419,72.8065597731642,High,1
7235-NXZCP,1,0.7269386819239397,72.69386819239398,High,1
2027-FECZV,1,0.7262754021937056,72.62754021937056,High,1
6892-XPFPU,1,0.7249068343550183,72.49068343550184,High,1
8361-LTMKD,1,0.7236503649160783,72.36503649160782,High,1
4735-ASGMA,1,0.7229209774447142,72.29209774447142,High,1
3338-CVVEH,0,0.722444544440446,72.2444544440446,High,1
3716-BDVDB,1,0.7194590299239633,71.94590299239633,High,1
3030-YDNRM,0,0.7176730180094347,71.76730180094347,High,1
4342-HENTK,1,0.7164085170420588,71.64085170420587,High,1
1628-BIZYP,0,0.7152633688239907,71.52633688239906,High,1
5052-PNLOS,1,0.7151849466629936,71.51849466629936,High,1
1820-TQVEV,1,0.7134350155882622,71.34350155882622,High,1
3707-GNWHM,1,0.71205570078923,71.205570078923,High,1
2845-HSJCY,1,0.7117568926299375,71.17568926299374,High,1
5357-TZHPP,1,0.7112667909254755,71.12667909254755,High,1
9804-ICWBG,1,0.7086965576495621,70.8696557649562,High,1
5542-TBBWB,0,0.7086965576495621,70.8696557649562,High,1
3199-XGZCY,0,0.7076167697065643,70.76167697065642,High,1
9685-WKZGT,1,0.7051800588482378,70.51800588482378,High,1
7363-QTBIW,0,0.704361500019357,70.4361500019357,High,1
8699-ASUFO,1,0.7026616880337193,70.26616880337193,High,1
6857-VWJDT,1,0.702182312654053,70.2182312654053,High,1
7354-OIJLX,0,0.7010767343239072,70.10767343239071,High,1
0679-IDSTG,1,0.7003692395620233,70.03692395620233,High,1
4445-ZJNMU,0,0.69910707182804,69.910707182804,High,1
0841-NULXI,1,0.6990149708103458,69.90149708103458,High,1
3244-DCJWY,1,0.6989434809622762,69.89434809622762,High,1
2761-OCIAX,1,0.6977096982452049,69.77096982452049,High,1
9717-QEBGU,0,0.6960321678547882,69.60321678547882,High,1
2485-ITVKB,1,0.6954353857791735,69.54353857791735,High,1
7029-RPUAV,1,0.6953456199920002,69.53456199920002,High,1
7273-TEFQD,1,0.6943767738435898,69.43767738435898,High,1
4631-OACRM,1,0.6941837799417713,69.41837799417712,High,1
5376-DEQCP,1,0.6940681540984549,69.40681540984549,High,1
7005-CCBKV,1,0.6933129573866227,69.33129573866226,High,1
1731-TVIUK,1,0.6930238631419091,69.30238631419091,High,1
1980-KXVPM,1,0.6929739535290121,69.29739535290122,High,1
6507-ZJSUR,0,0.6916730768542151,69.1673076854215,High,1
6372-RFVNS,1,0.6915882998849392,69.15882998849392,High,1
5628-FCGYG,0,0.6915662819674485,69.15662819674485,High,1
1016-DJTSV,0,0.6910323515588768,69.10323515588767,High,1
0004-TLHLJ,1,0.6907136756509511,69.07136756509512,High,1
6856-RAURS,0,0.6902793064526805,69.02793064526806,High,1
3292-PBZEJ,0,0.6897138902746479,68.9713890274648,High,1
4706-AXVKM,1,0.6877709815291013,68.77709815291013,High,1
6000-APYLU,1,0.6871386400888373,68.71386400888373,High,1
6077-BDPXA,0,0.6844925786297812,68.44925786297811,High,1
6376-GAHQE,1,0.6834737510906612,68.34737510906612,High,1
1768-ZAIFU,1,0.6829662848056266,68.29662848056266,High,1
2754-SDJRD,0,0.6822806107050157,68.22806107050157,High,1
3721-CNEYS,1,0.6814013887641446,68.14013887641445,High,1
7198-GLXTC,1,0.6813765839012758,68.13765839012757,High,1
6543-XRMYR,1,0.6809572177897981,68.09572177897981,High,1
9507-EXLTT,1,0.6806511835029345,68.06511835029345,High,1
6047-YHPVI,1,0.6798933493164171,67.98933493164171,High,1
9279-CJEOJ,0,0.6785741418251912,67.85741418251912,High,1
5419-CONWX,1,0.6782407545053072,67.82407545053071,High,1
5167-ZFFMM,1,0.6765693504505903,67.65693504505903,High,1
2439-LYPMQ,0,0.6762055376440651,67.62055376440651,High,1
2665-NPTGL,0,0.6754268622420722,67.54268622420722,High,1
5159-YFPKQ,1,0.6746761542652067,67.46761542652067,High,1
8873-GLDMH,0,0.6740346532824829,67.40346532824829,High,1
7409-KIUTL,1,0.6709000632945522,67.09000632945522,High,1
2254-DLXRI,0,0.6696973407724734,66.96973407724734,High,1
0871-URUWO,1,0.6693995964021293,66.93995964021293,High,1
2867-UIMSS,1,0.6680310015079386,66.80310015079385,High,1
8397-MVTAZ,1,0.6657650911766486,66.57650911766486,High,1
0390-DCFDQ,1,0.6648040681713946,66.48040681713945,High,1
4283-FUTGF,1,0.663266378974503,66.3266378974503,High,1
1853-UDXBW,1,0.6632523958047147,66.32523958047148,High,1
5186-SAMNZ,1,0.6628749146097127,66.28749146097127,High,1
1024-GUALD,1,0.661444069641302,66.1444069641302,High,1
7861-UVUFT,1,0.6613019146204218,66.13019146204218,High,1
1867-BDVFH,1,0.6612726815717539,66.1272681571754,High,1
3677-IYRBF,1,0.6611348503684895,66.11348503684896,High,1
2057-ZBLPD,1,0.6602638614557882,66.02638614557883,High,1
2025-JKFWI,1,0.657943265592088,65.7943265592088,High,1
4301-VVZKA,0,0.6572652377768771,65.7265237776877,High,1
8739-WWKDU,1,0.6563039992623526,65.63039992623526,High,1
5228-EXCET,1,0.6562787509596273,65.62787509596274,High,1
2737-YNGYW,1,0.6560172381920003,65.60172381920003,High,1
1475-VWVDO,0,0.6528830081841085,65.28830081841085,High,1
5196-SGOAK,1,0.6527573858757539,65.27573858757539,High,1
4873-ILOLJ,1,0.6514352255743978,65.14352255743978,High,1
3422-LYEPQ,1,0.6483797053664302,64.83797053664301,High,1
6712-OAWRH,1,0.6480650194338937,64.80650194338938,High,1
9741-YLNTD,0,0.6472666083739752,64.72666083739752,High,1
6899-PPEEA,1,0.6464450457785319,64.64450457785318,High,1
3877-JRJIP,1,0.6458049824841594,64.58049824841594,High,1
3585-ISXZP,1,0.6426196111788172,64.26196111788171,High,1
2754-XBHTB,1,0.6422969633555747,64.22969633555748,High,1
0235-KGSLC,1,0.641977150520897,64.1977150520897,High,1
4817-VYYWS,1,0.6419236816227484,64.19236816227483,High,1
2482-CZGBB,1,0.640170901152327,64.0170901152327,High,1
3908-BLSYF,1,0.6401573018259882,64.01573018259882,High,1
1112-CUNAO,1,0.6375761549370805,63.75761549370805,High,1
8266-VBFQL,0,0.6372788817260199,63.727888172601986,High,1
9054-FOWNV,0,0.6370156186634607,63.70156186634607,High,1
8821-XNHVZ,1,0.6359908939004094,63.599089390040945,High,1
7912-SYRQT,1,0.635480283601379,63.5480283601379,High,1
1751-NCDLI,0,0.6350612650954686,63.50612650954686,High,1
0685-MLYYM,1,0.6348273125356724,63.48273125356724,High,1
8380-PEFPE,1,0.6335817501839883,63.35817501839883,High,1
0923-PNFUB,1,0.6326382058321226,63.26382058321226,High,1
0576-WNXXC,1,0.6289252838025104,62.89252838025104,High,1
1448-PWKYE,1,0.6289211487734355,62.89211487734355,High,1
4983-CCWMC,0,0.6286928361064411,62.86928361064411,High,1
6319-IEJWJ,1,0.6283747782589694,62.83747782589694,High,1
6137-NICCO,0,0.6283468658472778,62.834686584727784,High,1
0432-CAJZV,0,0.6282568563550704,62.82568563550704,High,1
8709-KRDVL,0,0.6279751620079402,62.79751620079402,High,1
4412-YLTKF,1,0.6267168664859001,62.67168664859001,High,1
1379-FRVEB,0,0.6250180936850838,62.501809368508376,High,1
3672-YITQD,1,0.6239229994366066,62.39229994366065,High,1
0581-BXBUB,0,0.6234448714927653,62.34448714927653,High,1
8650-RHRKE,1,0.6225736781488003,62.25736781488003,High,1
6705-LXORM,0,0.6223464887565511,62.23464887565511,High,1
0023-XUOPT,1,0.6213263659727806,62.13263659727806,High,1
0524-IAVZO,1,0.6210849433652736,62.108494336527365,High,1
1302-UHBDD,0,0.6199379238031305,61.99379238031305,High,1
9840-DVNDC,1,0.6197813952290304,61.97813952290304,High,1
4029-HPFVY,0,0.6185969210605198,61.85969210605198,High,1
1658-TJVOA,0,0.6144101456724658,61.441014567246576,High,1
3365-SAIGS,0,0.613140305671278,61.314030567127794,High,1
5339-PXDVH,0,0.6119681083004453,61.196810830044534,High,1
2860-RANUS,1,0.6119031400299066,61.19031400299066,High,1
0388-EOPEX,1,0.6117499516826619,61.174995168266186,High,1
0616-ATFGB,1,0.6111728658679038,61.11728658679038,High,1
7495-OOKFY,1,0.6092507998510476,60.92507998510476,High,1
7534-BFESC,1,0.6078487443787235,60.78487443787235,High,1
9576-ANLXO,1,0.6074173321485773,60.74173321485773,High,1
5442-BHQNG,0,0.6058635958033892,60.58635958033892,High,1
6338-AVWCY,1,0.6054106389192464,60.54106389192464,High,1
9940-RHLFB,1,0.604311416811623,60.4311416811623,High,1
3858-VOBET,1,0.603751305532065,60.3751305532065,High,1
4686-UXDML,0,0.6035103112707462,60.35103112707462,High,1
4547-LYTDD,1,0.6031959014991466,60.31959014991466,High,1
0258-NOKBL,0,0.6031264626048856,60.312646260488556,High,1
5380-WJKOV,1,0.602630960367931,60.263096036793094,High,1
8676-TRMJS,1,0.6020135796412045,60.20135796412045,High,1
7928-VJYAB,0,0.601813810793988,60.1813810793988,High,1
4919-IKATY,1,0.5995580717918402,59.95580717918402,High,1
8621-MNIHH,1,0.5983788158654695,59.83788158654695,High,1
2325-NBPZG,0,0.5973039679986036,59.730396799860365,High,1
7278-CKDNC,0,0.5963639646124355,59.63639646124355,High,1
1989-PRJHP,1,0.5954824069944871,59.548240699448705,High,1
2187-PKZAY,0,0.5946251955801302,59.462519558013014,High,1
6175-IRFIT,0,0.5938068412654854,59.380684126548545,High,1
0506-LVNGN,1,0.5911701655595581,59.117016555955814,High,1
0330-IVZHA,1,0.5908710726700004,59.087107267000036,High,1
8132-YPVBX,0,0.5908548255462517,59.085482554625166,High,1
9050-QLROH,1,0.5905937355702863,59.05937355702863,High,1
9167-APMXZ,0,0.5896649722583377,58.96649722583377,High,1
8818-DOPVL,0,0.5895330574590903,58.953305745909034,High,1
6680-WKXRZ,1,0.5885624708159127,58.85624708159127,High,1
7881-EVUAD,1,0.588520348939263,58.852034893926295,High,1
6910-HADCM,1,0.5876526572892354,58.765265728923545,High,1
9866-QEVEE,1,0.5868174644718616,58.68174644718616,High,1
1077-HUUJM,0,0.5860789434672494,58.60789434672494,High,1
0958-YHXGP,0,0.5853769070991255,58.537690709912546,High,1
5144-TVGLP,0,0.5845507202154058,58.45507202154058,High,1
0749-IRGQE,0,0.5837919409728312,58.37919409728312,High,1
7571-YXDAD,1,0.5825951672776984,58.25951672776984,High,1
1894-IGFSG,1,0.580835841180139,58.083584118013896,High,1
2041-JIJCI,0,0.5790795456441113,57.907954564411135,High,1
4647-MUZON,0,0.5787366546814551,57.87366546814551,High,1
9692-TUSXH,1,0.5785213222743366,57.852132227433664,High,1
7952-OBOYL,0,0.5772752471383128,57.72752471383128,High,1
6821-BUXUX,1,0.5742444121350292,57.42444121350292,High,1
5480-HPRRX,1,0.5739743111464981,57.39743111464981,High,1
9227-LUNBG,1,0.5722793676275456,57.22793676275456,High,1
5501-TVMGM,0,0.5722362851384513,57.22362851384513,High,1
1335-NTIUC,0,0.5697701050704409,56.97701050704409,High,1
0899-LIIBW,0,0.5690213441117997,56.90213441117997,High,1
4818-QIUFN,1,0.5687122636400966,56.871226364009665,High,1
0376-YMCJC,1,0.5684816720275179,56.84816720275179,High,1
0952-KMEEH,1,0.5669568909350268,56.69568909350268,High,1
1236-WFCDV,1,0.5658352198008493,56.583521980084925,High,1
7470-MCQTK,1,0.5648485367426602,56.48485367426602,High,1
0581-MDMPW,0,0.5646347219676825,56.46347219676825,High,1
3063-QFSZL,1,0.5639897618161088,56.398976181610884,High,1
0988-JRWWP,0,0.5624200766352717,56.24200766352717,High,1
7855-DIWPO,0,0.5623278555739614,56.232785557396134,High,1
3312-UUMZW,0,0.5601185409751293,56.01185409751292,High,1
7748-UMTRK,0,0.5580762275853584,55.807622758535835,High,1
7603-USHJS,1,0.557709457722485,55.7709457722485,High,1
4581-LNWUM,0,0.5576227311283312,55.762273112833114,High,1
2309-OSFEU,1,0.5575093951837805,55.750939518378054,High,1
9572-WUKSB,0,0.5549774655533191,55.49774655533191,High,1
7410-YTJIK,1,0.5541851075652872,55.41851075652872,High,1
1965-DDBWU,1,0.5530128621637096,55.30128621637096,High,1
9638-JIQYA,0,0.5515524322636848,55.155243226368476,High,1
3966-HRMZA,0,0.5500168827564521,55.00168827564521,High,1
1092-GANHU,1,0.5487055101099809,54.87055101099809,High,1
9779-DPNEJ,0,0.5465255671807085,54.652556718070855,High,1
5760-FXFVO,0,0.5454846711580581,54.548467115805806,High,1
7018-WBJNK,0,0.5454580064029463,54.54580064029463,High,1
8393-DLHGA,1,0.5449934321850533,54.499343218505324,High,1
4360-PNRQB,0,0.5443522247145632,54.43522247145632,High,1
8778-LMWTJ,0,0.5441868653844317,54.418686538443175,High,1
9465-RWMXL,1,0.5439535155769475,54.39535155769475,High,1
1522-VVDMG,1,0.5422421489140905,54.22421489140905,High,1
9283-LZQOH,1,0.5408807590738973,54.08807590738973,High,1
8160-HOWOX,0,0.5404338184101224,54.04338184101224,High,1
9747-DDZOS,1,0.53923187799237,53.923187799237006,High,1
0082-OQIQY,0,0.5381942952793677,53.81942952793677,High,1
8993-PHFWD,1,0.5376996263375294,53.76996263375295,High,1
2501-XWWTZ,0,0.5361348503642522,53.613485036425224,High,1
5606-AMZBO,0,0.5360343456325602,53.60343456325602,High,1
6834-NXDCA,1,0.5357167775717663,53.57167775717663,High,1
8445-DNBAE,0,0.5356412036177408,53.56412036177408,High,1
0876-WDUUZ,1,0.5347297679915992,53.47297679915992,High,1
6557-BZXLQ,0,0.533449384517832,53.3449384517832,High,1
0778-NELLA,1,0.5320533728860554,53.205337288605534,High,1
9048-JVYVF,1,0.5294275526101995,52.94275526101995,High,1
3717-OEAUQ,0,0.5291313426407834,52.913134264078344,High,1
3312-ZWLGF,0,0.528635150849057,52.8635150849057,High,1
7587-RZNME,1,0.5284711205721478,52.84711205721479,High,1
8938-UMKPI,1,0.5253405977019202,52.53405977019202,High,1
9907-SWKKF,1,0.5239093014805419,52.390930148054196,High,1
7056-IMHCC,1,0.5237298235711374,52.37298235711374,High,1
2386-LAHRK,1,0.5233468749460525,52.33468749460525,High,1
2919-HBCJO,1,0.5225188195279049,52.25188195279049,High,1
6284-AHOOQ,1,0.5218893650545738,52.188936505457384,High,1
6166-ILMNY,1,0.5215272928068392,52.15272928068392,High,1
4658-HCOHW,1,0.5213012738827052,52.13012738827052,High,1
2800-QQUSO,0,0.5212836537536991,52.12836537536991,High,1
2203-GHNWN,0,0.5207958184869456,52.07958184869456,High,1
4947-DSMXK,0,0.5199090095980041,51.99090095980041,High,1
4512-ZUIYL,1,0.5179361714834536,51.79361714834536,High,1
5226-NOZFC,0,0.5174036003862104,51.740360038621034,High,1
1902-XBTFB,1,0.5152792553418695,51.52792553418695,High,1
8714-EUHJO,1,0.5125714344048511,51.25714344048511,High,1
5373-SFODM,1,0.5116065925515844,51.160659255158436,High,1
8914-RBTSB,1,0.5108467857797127,51.08467857797127,High,1
9851-KIELU,1,0.5108168368903128,51.08168368903128,High,1
9450-TRJUU,0,0.5098315405736558,50.983154057365574,High,1
6651-AZVTJ,1,0.5096660780298984,50.96660780298984,High,1
0682-USIXD,0,0.5085956873172325,50.85956873172325,High,1
7851-FLGGQ,1,0.50826402772053,50.826402772053,High,1
6661-HBGWL,1,0.5080341931909235,50.80341931909235,High,1
9643-AVVWI,0,0.507905727940075,50.7905727940075,High,1
4154-AQUGT,1,0.5071499852029531,50.71499852029531,High,1
2694-CIUMO,0,0.5064919725421393,50.64919725421393,High,1
8059-UDZFY,0,0.5062545570637816,50.62545570637816,High,1
8903-XEBGX,0,0.5055448113906509,50.55448113906509,High,1
4846-WHAFZ,1,0.5036311471897049,50.36311471897049,High,1
6608-QQLVK,1,0.5023055950034926,50.23055950034926,High,1
0963-ZBDRN,1,0.5019579743619482,50.19579743619482,High,1
8696-JKZNU,1,0.5007136162874273,50.07136162874273,High,1
7181-OQCUT,0,0.5006970047795104,50.06970047795104,High,1
6034-YMTOB,0,0.499727589135896,49.9727589135896,Medium,0
2971-SGAFL,0,0.4982418832373736,49.82418832373736,Medium,0
1100-DDVRV,0,0.4980673655563797,49.80673655563797,Medium,0
3587-PMCOY,0,0.49769328175245375,49.76932817524538,Medium,0
9979-RGMZT,0,0.49724183122103216,49.72418312210321,Medium,0
7503-QQRVF,1,0.4971259755293281,49.712597552932806,Medium,0
1452-KIOVK,0,0.4965025323368767,49.65025323368767,Medium,0
5281-BUZGT,1,0.49483193894492644,49.48319389449264,Medium,0
3094-JOJAI,0,0.49374342471328575,49.374342471328575,Medium,0
9752-ZNQUT,0,0.493625106041322,49.3625106041322,Medium,0
9944-AEXBM,0,0.4932405621818756,49.324056218187565,Medium,0
5650-YLIBA,0,0.4928399226350253,49.283992263502526,Medium,0
5759-RCVCB,1,0.49280381661508665,49.28038166150866,Medium,0
6481-ESCNL,0,0.49199133178331317,49.199133178331316,Medium,0
3334-CTHOL,1,0.49174381278545237,49.17438127854524,Medium,0
8212-DJRCH,0,0.4912896554293479,49.128965542934786,Medium,0
6331-LWDTQ,1,0.49102698158436975,49.10269815843697,Medium,0
2955-BJZHG,1,0.48950739332407495,48.950739332407494,Medium,0
1035-IPQPU,0,0.48905622245743235,48.90562224574324,Medium,0
5016-IBERQ,0,0.4886547762105043,48.86547762105043,Medium,0
6158-HDPXZ,0,0.4885342922925377,48.85342922925377,Medium,0
9842-EFSYY,0,0.48722787315236926,48.72278731523693,Medium,0
7404-JLKQG,0,0.4871737478639889,48.71737478639889,Medium,0
5022-JNQEQ,0,0.4859078051333817,48.590780513338174,Medium,0
2782-LFZVW,0,0.4837435836777312,48.37435836777312,Medium,0
4248-QPAVC,1,0.48287267466726197,48.2872674667262,Medium,0
9420-LOJKX,1,0.48257108833631496,48.2571088336315,Medium,0
8849-AYPTR,0,0.4811849601715068,48.11849601715068,Medium,0
5889-JTMUL,1,0.4802815788407857,48.02815788407857,Medium,0
0256-LTHVJ,1,0.48007999372882343,48.007999372882345,Medium,0
1319-YLZJG,0,0.47871431949503723,47.87143194950372,Medium,0
1346-UFHAX,0,0.47720322778946767,47.720322778946766,Medium,0
6543-CPZMK,1,0.4771193765100904,47.71193765100904,Medium,0
9512-UIBFX,1,0.47678177290334967,47.678177290334965,Medium,0
6542-LWGXJ,0,0.4766149501956301,47.66149501956301,Medium,0
6704-UTUKK,0,0.47615048859505865,47.61504885950586,Medium,0
7279-BUYWN,1,0.47609740763484654,47.60974076348465,Medium,0
9508-ILZDG,0,0.4747814973498312,47.47814973498312,Medium,0
5331-RGMTT,0,0.47272887391738605,47.27288739173861,Medium,0
8378-LKJAF,0,0.47189428266263056,47.18942826626306,Medium,0
2911-WDXMV,0,0.47114962549559486,47.114962549559486,Medium,0
1436-ZMJAN,0,0.4709951978789587,47.09951978789587,Medium,0
3932-CMDTD,1,0.47035242218781026,47.03524221878103,Medium,0
0599-XNYDO,0,0.46903945808872377,46.90394580887238,Medium,0
0430-IHCDJ,0,0.4687989772135867,46.879897721358674,Medium,0
5609-IMCGG,0,0.46720830785980977,46.72083078598098,Medium,0
6402-EJMWF,0,0.46607191091347444,46.607191091347445,Medium,0
9278-VZKCD,0,0.4645282200531224,46.452822005312235,Medium,0
4317-VTEOA,1,0.46419785109617234,46.41978510961724,Medium,0
8080-DDEMJ,1,0.46408012267604837,46.40801226760484,Medium,0
4706-DGAHW,0,0.46244158627830845,46.24415862783084,Medium,0
7129-ACFOG,0,0.46148869548635346,46.148869548635346,Medium,0
2277-DJJDL,0,0.46022763954246887,46.022763954246884,Medium,0
2178-PMGCJ,0,0.46007704778599057,46.007704778599056,Medium,0
3374-LXDEV,1,0.45994410758385085,45.99441075838509,Medium,0
8601-QACRS,1,0.4592327315532879,45.92327315532879,Medium,0
7663-RGWBC,1,0.45812007242242664,45.812007242242665,Medium,0
2227-JRSJX,0,0.4559583503536923,45.595835035369234,Medium,0
5129-JLPIS,0,0.4556200324252013,45.562003242520134,Medium,0
4570-QHXHL,0,0.4537871459552036,45.37871459552036,Medium,0
2606-RMDHZ,1,0.45345465599577167,45.34546559957717,Medium,0
3524-WQDSG,0,0.4533428468864832,45.33428468864832,Medium,0
9576-SYUHJ,0,0.4519625248824219,45.19625248824219,Medium,0
6729-GDNGC,0,0.45138745092191646,45.13874509219165,Medium,0
8785-CJSHH,0,0.451382014730432,45.138201473043196,Medium,0
5351-QESIO,0,0.45110251493065284,45.110251493065284,Medium,0
9927-DSWDF,0,0.4495602326978273,44.95602326978273,Medium,0
5461-QKNTN,0,0.44942135985688586,44.94213598568859,Medium,0
2587-EKXTS,0,0.44853897476082966,44.85389747608296,Medium,0
3466-RITXD,0,0.44632576165783544,44.63257616578355,Medium,0
1942-OQFRW,0,0.4459672319583037,44.596723195830364,Medium,0
6022-UGGSO,1,0.445344391762965,44.534439176296495,Medium,0
0096-BXERS,0,0.44499900888503424,44.499900888503426,Medium,0
6377-WHAOX,0,0.4444224544979314,44.44224544979314,Medium,0
3780-YVMFA,0,0.44334031100723204,44.3340311007232,Medium,0
8058-DMYRU,0,0.4429366129927572,44.29366129927572,Medium,0
2277-VWCNI,0,0.44259011561103195,44.25901156110319,Medium,0
3331-HQDTW,1,0.4411754354941438,44.11754354941438,Medium,0
5828-AVIPD,1,0.44086462992225517,44.08646299222552,Medium,0
6048-QBXKL,0,0.4406194304155188,44.061943041551885,Medium,0
4619-EVPHY,0,0.4400431840685465,44.00431840685465,Medium,0
3540-RZJYU,1,0.4399335100780313,43.99335100780313,Medium,0
7460-ITWWP,0,0.43948702066254014,43.948702066254015,Medium,0
6946-LMSQS,1,0.43788632514194714,43.78863251419472,Medium,0
2432-TFSMK,0,0.4376506478093663,43.76506478093663,Medium,0
3627-FHKBK,1,0.43258974687404017,43.25897468740402,Medium,0
9389-ACWBI,0,0.4322012892177181,43.22012892177181,Medium,0
5692-FPTAH,1,0.43192271629534656,43.19227162953466,Medium,0
6711-VTNRE,1,0.431656176291841,43.1656176291841,Medium,0
5133-POWUA,0,0.4312768167193211,43.12768167193211,Medium,0
4237-RLAQD,1,0.4304688453957461,43.046884539574606,Medium,0
1833-TCXKK,0,0.4295345467351572,42.953454673515715,Medium,0
4993-JCRGJ,0,0.4291820107300855,42.91820107300855,Medium,0
9710-ZUSHQ,1,0.42881613958526354,42.88161395852635,Medium,0
4660-IRIBM,0,0.4275219252051284,42.752192520512835,Medium,0
6317-YPKDH,1,0.42600493980159504,42.600493980159506,Medium,0
2988-PLAHS,0,0.4243926279809349,42.439262798093495,Medium,0
3891-PUQOD,1,0.4242878200245485,42.42878200245485,Medium,0
1536-HBSWP,0,0.4241343735229196,42.41343735229196,Medium,0
4840-ORQXB,0,0.4232292328947285,42.322923289472854,Medium,0
1261-FWTTE,0,0.4218985686659502,42.18985686659502,Medium,0
0365-GXEZS,0,0.42162432448521836,42.162432448521834,Medium,0
7277-OZCGZ,0,0.4209109633359638,42.091096333596376,Medium,0
9286-DOJGF,1,0.4206233933427014,42.062339334270135,Medium,0
7504-UWHNB,0,0.4205634862332958,42.05634862332958,Medium,0
0410-IPFTY,0,0.4204053062280924,42.04053062280924,Medium,0
8280-MQRQN,1,0.4200569267285253,42.00569267285253,Medium,0
3197-ARFOY,0,0.41942764378277886,41.942764378277886,Medium,0
